GEOID,car_access,transit_access,bike_access,walk_access,transit_car_ratio,bike_car_ratio,walk_car_ratio
48453002434,402036,424,424,424,0.0010546319235093375,0.0010546319235093375,0.0010546319235093375
48453001753,886857,11745,51534,29349,0.013243397751835978,0.058108578947902535,0.033093272083323466
48453001746,645841,1837,10884,3330,0.002844353331547548,0.01685244510645809,0.005156067824743242
48453001832,831930,833,19269,1985,0.0010012861659033812,0.023161804478742203,0.002386018054403616
48453002106,804704,3167,52715,7503,0.003935608621306716,0.06550855966914543,0.009323925319123554
48453002319,717638,2733,2788,2733,0.0038083267608459976,0.003884967072535178,0.0038083267608459976
48453001749,756862,7026,23603,10858,0.009283066133588421,0.031185341581424355,0.014346076299246098
48491021300,21270,301,301,301,0.014151386929948283,0.014151386929948283,0.014151386929948283
48491021201,186660,536,1682,922,0.002871531126111647,0.009011036108432444,0.004939462123647273
48453001850,847242,5657,51458,11900,0.006676958885418806,0.06073589364077796,0.014045573755786422
48453001854,168475,463,463,464,0.002748182222881733,0.002748182222881733,0.0027541178216352576
48453001859,355979,158,158,158,4.438464066700564e-4,4.438464066700564e-4,4.438464066700564e-4
48209010809,74026,2309,2309,2315,0.03119174344149353,0.03119174344149353,0.03127279604463297
48453001750,4596,4611,26628,5170,1.0032637075718016,5.793733681462141,1.1248912097476067
48491021506,430850,285,1224,819,6.614831147731229e-4,0.002840895903446675,0.00190089358245329
48453001778,315293,2604,3553,2611,0.008258984500131624,0.011268883229250253,0.008281186071368537
48055960101,194447,352,351,352,0.0018102619222718787,0.00180511913271997,0.0018102619222718787
48453001000,837439,9617,209644,33955,0.011483821508193432,0.25033942770757034,0.04054623680053114
48453001833,825586,1755,34481,3832,0.002125762791520205,0.04176548536433515,0.004641551576698248
48453002208,793672,4081,6349,4189,0.005141922607827919,0.00799952625265853,0.005277998971867472
48453000206,834667,9390,133583,23182,0.011249995507190292,0.1600434664363153,0.027773950569508557
48021950501,33073,534,534,534,0.016146101049194207,0.016146101049194207,0.016146101049194207
48491020318,693218,3858,14712,4327,0.005565348851299303,0.02122276109391274,0.006241903701288772
48453001834,757188,13764,15817,13835,0.018177784117022457,0.02088913189326825,0.018271552111232613
48453001768,123526,3762,3762,3765,0.03045512685588459,0.03045512685588459,0.03047941324093713
48491020603,476338,1645,1914,1666,0.003453430127346548,0.004018155175526622,0.0034975164693977806
48491020804,393507,1588,1661,1592,0.0040355063569390125,0.004221017669317192,0.004045671360356995
48453001841,684706,6289,9137,7111,0.009184964057566313,0.013344413514705581,0.01038547931520974
48453002435,402787,1200,1200,1202,0.0029792421304560474,0.0029792421304560474,0.0029842075340068075
48453002113,804621,697,16523,1645,8.662463445522799e-4,0.020535133932621692,0.0020444407988357252
48453001774,537071,887,8456,1393,0.0016515507260678756,0.01574465945843287,0.002593698039923958
48453001308,805716,9141,108855,19235,0.01134518862725824,0.13510343595013627,0.023873176156362787
48453001772,430723,1126,2325,1132,0.0026142091320872115,0.0053979007389900234,0.0026281391985104115
48491020328,570574,988,3872,2144,0.0017315895922351877,0.006786148685358954,0.003757619519992148
48491020109,131760,1031,1240,1032,0.007824833029751063,0.009411050394656952,0.007832422586520947
48491020202,27744,1211,1211,1211,0.04364907727797001,0.04364907727797001,0.04364907727797001
48491020326,620584,1394,4531,1941,0.002246271254173488,0.007301187268766195,0.0031276990705528984
48453001775,583463,770,2041,787,0.0013197066480650872,0.0034980795697413546,0.001348843028606784
48453001828,780595,1550,44333,3127,0.001985664781352686,0.05679385596884428,0.004005918562122484
48453002315,820780,5520,160164,12393,0.00672531007090816,0.19513633373132874,0.01509905212115305
48491021508,393832,3460,3617,3495,0.008785471977899206,0.00918411911678076,0.008874342359178533
48453001760,504029,6223,6223,6223,0.012346511807852326,0.012346511807852326,0.012346511807852326
48453001706,862533,6093,59229,14842,0.007064077548337281,0.06866867702453124,0.017207457569739362
48453001864,774969,4236,8514,4573,0.005466025092616608,0.010986245901448961,0.005900881196538184
48453002314,741329,1179,15405,2146,0.001590386994168581,0.02078024736655385,0.002894801093711429
48491020114,395223,3806,8938,4232,0.009630006350844966,0.02261508060006629,0.010707878843083525
48491020408,761945,5071,24206,7923,0.006655336015066704,0.0317686972156783,0.010398388335116051
48209010702,15207,278,379,279,0.01828105477740514,0.02492273295193003,0.018346813967251924
48453001602,837742,2599,161130,3483,0.0031023871311215145,0.1923384526500999,0.004157604608578775
48453002211,718207,614,618,627,8.549067330170828e-4,8.604761579878782e-4,8.730073641721677e-4
48453002436,385466,1086,1086,1087,0.0028173691064841,0.0028173691064841,0.0028199633690130905
48021950700,14205,1287,1287,1287,0.09060190073917634,0.09060190073917634,0.09060190073917634
48453002426,539032,315,431,360,5.843808901883377e-4,7.995814719719793e-4,6.678638745009573e-4
48491020701,755338,4437,11134,5774,0.005874191421588746,0.014740420844707933,0.007644259920724232
48491020405,807905,5691,20289,9441,0.007044145041805658,0.025113101169073098,0.011685779887486772
48453001738,753054,2634,18607,3798,0.003497757132954609,0.024708719427823236,0.005043463018588309
48209010907,68538,393,393,396,0.005734045347106714,0.005734045347106714,0.005777816685634246
48021950802,17636,338,338,338,0.019165343615332276,0.019165343615332276,0.019165343615332276
48453001503,874372,21478,125369,32982,0.024563915587415882,0.14338176428339425,0.03772078703343657
48491020803,349982,886,886,886,0.0025315587658793883,0.0025315587658793883,0.0025315587658793883
48453002308,768280,10115,87223,15722,0.01316577289529859,0.1135302233560681,0.02046389337220805
48453001843,843621,10279,67312,26190,0.012184381375048748,0.07978938409546467,0.031044746396782442
48453001860,728792,1660,9524,4578,0.002277741797385262,0.013068200529094721,0.006281627679776946
48453001747,634406,1959,11136,3029,0.003087927919975536,0.01755342793100948,0.004774545007455794
48453001402,835687,13366,191935,29072,0.01599402647163352,0.22967331070125538,0.03478814436505534
48491020805,278602,1683,1683,1684,0.006040875514174342,0.006040875514174342,0.006044464863855966
48453001773,309768,4340,4536,4342,0.014010485266392913,0.014643216859068723,0.014016941711216136
48453001914,656991,1170,21273,1995,0.0017808463129631914,0.03237943898774869,0.003036571277232108
48491020507,675537,827,10651,3051,0.001224211257118411,0.01576671596078379,0.004516406947361876
48453001748,628166,1598,9361,2728,0.0025439135515134535,0.014902111862151088,0.004342801106713831
48055960300,79828,2118,2128,2118,0.0265320438943729,0.026657313223430377,0.0265320438943729
48453001770,639333,1387,5663,1445,0.0021694484720794953,0.00885766885175644,0.0022601680188571527
48453002107,799360,1576,24073,4632,0.0019715772618094474,0.030115342273819054,0.005794635708566854
48491020107,217140,335,342,335,0.0015427834576770747,0.0015750207239568941,0.0015427834576770747
48491020605,416523,204,1711,208,4.897688723071715e-4,0.00410781637508613,4.993721835288808e-4
48453001857,761958,6391,18390,8031,0.008387601416351033,0.02413518855369981,0.010539951020922414
48453001818,858919,9780,85472,17165,0.011386405470131642,0.0995111296874327,0.019984422279632888
48453001821,836831,11537,61830,27487,0.013786535154648907,0.07388588615861506,0.03284653651693114
48453000700,769151,86826,259200,126560,0.11288550622699574,0.3369949463759392,0.1645450633230666
48453001812,881724,8534,71713,19642,0.009678765690851106,0.08133270728708757,0.02227681224510164
48453001605,880131,17057,207364,46700,0.019380069557827187,0.23560583594942117,0.05306028307149731
48491021100,236794,1120,1890,1284,0.00472984957389123,0.007981621155941452,0.005422434690068161
48491020302,478970,1750,1907,1751,0.0036536735077353486,0.003981460216715034,0.0036557613211683406
48491021502,634469,2159,10814,4282,0.0034028455290959843,0.01704417394703287,0.0067489506973547955
48453001822,815851,6739,72893,12100,0.008260086707009,0.08934597126190934,0.014831139509542797
48491020325,471234,534,4111,1078,0.001133194973198029,0.00872390362325299,0.0022876108260439613
48453002411,752720,10904,40714,12953,0.014486130300775854,0.05408916994367095,0.017208258050802422
48209010600,5080,1718,1718,1833,0.33818897637795275,0.33818897637795275,0.3608267716535433
48209010701,7899,864,895,887,0.10938093429548044,0.11330548170654513,0.11229269527788327
48453001764,60403,1936,1936,1936,0.03205138817608397,0.03205138817608397,0.03205138817608397
48453001919,760550,12079,43773,12967,0.015881927552429162,0.057554401420024985,0.0170495036486753
48209010400,106531,10139,10154,10288,0.09517417465338728,0.09531497873858313,0.0965728285663328
48209010100,160803,8623,10214,9676,0.053624621431192204,0.06351871544685112,0.0601730067225114
48209010304,172214,3352,3381,3355,0.019464155062886873,0.0196325501991708,0.019481575249399002
48055960400,71237,695,719,697,0.00975616603731207,0.010093069612701264,0.00978424133526117
48055960200,78019,1599,1601,1599,0.020495007626347428,0.020520642407618656,0.020495007626347428
48453001858,603629,2236,5098,2248,0.0037042620550039843,0.008445584953671875,0.003724141815585401
48453001862,711175,954,12479,1827,0.0013414419798221254,0.01754701726016803,0.002568987942489542
48209010806,170435,1949,1949,1949,0.011435444597647197,0.011435444597647197,0.011435444597647197
48453002317,660382,357,27004,982,5.405962003809916e-4,0.04089148401985517,0.0014870181198155007
48453002313,777427,2600,65321,5616,0.003344365451675849,0.08402203679573773,0.007223829375619833
48453002312,771941,2207,21292,2441,0.0028590267909075952,0.027582418863617817,0.003162158766019683
48453002413,744879,5438,19748,9376,0.007300514580220412,0.026511688475577912,0.012587279276231442
48453002433,571750,2771,2768,2773,0.004846523830345431,0.004841276781810231,0.00485002186270223
48491020505,721799,2369,8011,3097,0.0032820771433598552,0.011098657659542339,0.004290668177705982
48453002431,642230,11828,11828,11829,0.018417077993865126,0.018417077993865126,0.018418635068433428
48453001845,808330,2636,60873,6643,0.0032610443754407235,0.0753071146685141,0.008218178219291626
48453002210,229484,223,223,224,9.71745306862352e-4,9.71745306862352e-4,9.761029091352774e-4
48453002003,802194,5046,42427,10348,0.006290248992139058,0.05288870273275542,0.012899622784513471
48453002304,804115,3106,172250,9157,0.0038626315887652887,0.2142106539487511,0.01138767464852664
48453001776,715206,1040,21838,3054,0.0014541265034130027,0.03053386017455111,0.004270098405214721
48453001741,404752,1092,1149,1092,0.0026979483733249,0.0028387753488555954,0.0026979483733249
48453001806,855171,6781,84425,11453,0.007929408270392705,0.09872294546938566,0.01339264310880514
48453001819,862058,6604,66893,14557,0.007660737444580295,0.07759686703214864,0.016886334794178583
48453002410,724894,3039,29531,6262,0.004192337086525754,0.040738370023755195,0.008638504388227795
48491020301,183633,2360,2360,2360,0.012851720551317029,0.012851720551317029,0.012851720551317029
48491021402,478931,7439,9928,7488,0.015532508858269772,0.020729499656526724,0.015634820047146666
48453001722,860187,13788,61725,22388,0.016029072748135,0.07175765269644856,0.02602689880223719
48453001740,726694,488,10389,1138,6.715343734776948e-4,0.014296251241925762,0.0015659961414295426
48453001751,826527,9149,48428,16387,0.011069208870369631,0.05859215730399612,0.019826333562001
48453002109,814677,1437,99321,4908,0.0017638892469039877,0.12191457473329921,0.006024473502995666
48491021403,428426,4461,4492,4465,0.010412533319639797,0.010484891206416044,0.010421869821159313
48491020320,667503,5413,8387,5520,0.008109326849467344,0.012564737536760134,0.008269625754490991
48491020411,667078,2636,2727,2727,0.003951561886316143,0.0040879777177481496,0.0040879777177481496
48491020604,48411,966,1007,1043,0.019954142653529156,0.02080105761087356,0.0215446902563467
48491020807,392374,269,296,269,6.855703996697029e-4,7.543822985213087e-4,6.855703996697029e-4
48491020312,399100,8856,10681,8971,0.02218992733650714,0.026762716111250313,0.022478075670258082
48453002407,556923,1089,1444,1089,0.0019553870104125704,0.0025928180376820495,0.0019553870104125704
48453001849,864705,34486,73524,43189,0.039881809403206875,0.08502784186514475,0.049946513550864165
48453001913,666718,981,3254,991,0.0014713867032238519,0.0048806241919372205,0.00148638554831278
48453002105,865282,6145,56616,17909,0.0071017309963688135,0.06543069195938434,0.020697298684128413
48453001712,760494,2992,33147,4975,0.003934284820130073,0.04358614269146108,0.006541800461279116
48491020324,491196,1151,9422,2440,0.002343260124268113,0.019181752294399793,0.004967467161784705
48491020319,484882,398,2902,412,8.208182609377127e-4,0.005984961289550859,8.496912650913005e-4
48453001908,587458,6343,6355,6344,0.010797367641601613,0.010817794633829142,0.010799069890953906
48453001761,656556,6714,6714,6716,0.01022608886370698,0.01022608886370698,0.010229135062355687
48453001783,613059,802,1064,833,0.0013081938280002413,0.0017355588940053078,0.0013587599235962606
48491020410,778270,3079,30266,6186,0.003956210569596669,0.03888881750549295,0.00794839837074537
48491020703,778552,20492,24397,20693,0.026320656809050647,0.03133637830228424,0.026578828389112095
48491020707,668059,936,20373,4135,0.0014010738572491353,0.030495809501855375,0.006189573076629459
48453001755,773397,1500,10773,1642,0.001939495498430948,0.013929456669731069,0.002123101072282411
48021950400,89959,6845,6845,6845,0.07609021887748864,0.07609021887748864,0.07609021887748864
48491020310,435757,799,847,819,0.0018335907397930497,0.001943743875600392,0.0018794878797127757
48453001781,750035,732,18000,2481,9.759544554587453e-4,0.023998880052264228,0.0033078456338704195
48453001917,695423,6744,17871,6816,0.00969769478432551,0.025698028394229123,0.00980122889234322
48209010500,126596,9066,9082,9232,0.07161363708174034,0.07174002338146544,0.07292489494138836
48453001851,808026,7373,17603,10344,0.00912470638321044,0.02178519008051721,0.012801568266367667
48453001915,794185,10373,21280,12227,0.013061188514011219,0.026794764444052706,0.015395657183150021
48491020406,765426,4452,27033,7792,0.005816368923971749,0.0353175878530387,0.010179952078973016
48453001200,865151,56056,227087,101666,0.06479331353717444,0.2624825030543801,0.11751243424558257
48491021504,555593,4536,5967,5477,0.008164249729568227,0.01073987613234868,0.009857935575142236
48209010901,17915,1325,1325,1465,0.07396036840636339,0.07396036840636339,0.08177504884175273
48453002425,692775,372,959,405,5.369708779906896e-4,0.0013842878279383638,5.846053913608314e-4
48491020108,369007,1184,6338,1622,0.003208611218757368,0.017175825932841383,0.004395580571642272
48491020204,60150,856,856,856,0.014231088944305902,0.014231088944305902,0.014231088944305902
48453001728,690681,1594,14900,2760,0.002307867162988413,0.021572911372978263,0.003996056066404028
48021950801,25576,141,141,142,0.005512980919612136,0.005512980919612136,0.005552080075070379
48491021602,124333,370,370,370,0.002975879291901587,0.002975879291901587,0.002975879291901587
48491020809,169129,678,678,679,0.004008774367494634,0.004008774367494634,0.004014687014054361
48453001848,833475,4320,30013,8914,0.0051831188697921355,0.036009478388673924,0.010694981853084975
48453001304,807001,9433,172285,19880,0.011688957014923155,0.21348796345977267,0.024634418049048267
48453001912,526810,8324,8324,8350,0.015800763083464626,0.015800763083464626,0.015850116740380782
48491020323,491930,895,4515,1737,0.0018193645437358974,0.009178135100522433,0.0035309901815298926
48453001839,800169,7175,8209,7333,0.00896685575172245,0.010259082768765098,0.009164314038659332
48453001737,699796,2107,12319,2908,0.0030108774557156656,0.0176037016501952,0.004155496744765617
48453001603,873670,7713,218121,23154,0.00882827612256344,0.24966062701019837,0.026501997321643184
48453001842,638776,5638,6610,5639,0.008826255213095045,0.010347915388179894,0.008827820707102333
48453002421,581744,3975,8413,4091,0.006832902445061745,0.014461687615170934,0.007032302868615749
48491020510,630445,1258,9856,1868,0.0019954159363624107,0.015633401803488014,0.002962986461943548
48453001780,29159,1004,1005,1005,0.034431907815768714,0.03446620254466889,0.03446620254466889
48453001100,780054,110379,249155,141411,0.14150174218707937,0.31940737436126215,0.18128360344283856
48453001305,820304,28323,201357,70621,0.034527443484366774,0.24546631492714896,0.08609125397413642
48453000304,868929,11725,173446,36684,0.013493622608981862,0.19960894388379258,0.04221748842540645
48453001756,805459,1293,42868,5325,0.0016052958623592262,0.053221827554226844,0.006611137252175468
48491020403,758119,2857,16757,5062,0.0037685376570169063,0.022103390101026354,0.00667705201953783
48491020315,632999,1163,5250,1457,0.0018372856829157707,0.008293851965011003,0.002301741392956387
48453002104,846641,4720,55690,13515,0.005574972154667681,0.06577758459606846,0.015963082345409683
48491020106,188940,658,3440,669,0.003482587064676617,0.018206838149677145,0.003540806605271515
48491021603,69216,1674,1674,1676,0.02418515950069348,0.02418515950069348,0.02421405455386038
48453001757,755727,690,28209,995,9.130281172963253e-4,0.03732697124755368,0.001316613009724411
48453001835,783794,247,3731,1165,3.1513382342809464e-4,0.004760179332834903,0.0014863599364118632
48453002402,769321,3765,24226,7574,0.0048939259424869465,0.031490106210541505,0.009845045176200832
48453000302,854808,21074,223584,49945,0.02465348943856398,0.2615604907768762,0.05842832542512471
48453002422,710659,2172,14271,3381,0.0030563181497736606,0.02008136110286368,0.004757556014910105
48453001716,698576,4192,4357,4192,0.0060007787270103755,0.006236973500377912,0.0060007787270103755
48453002403,776353,4326,40957,7451,0.005572207488088537,0.05275564079742076,0.009597438278721148
48453000307,865769,15872,156451,32761,0.018332834739982606,0.18070755594159643,0.037840347713997614
48453002112,817593,1534,29262,4484,0.0018762391556679178,0.035790423841691406,0.005484391378106222
48209010303,120224,3368,3373,3373,0.028014373170082513,0.02805596220388608,0.02805596220388608
48491020900,16452,587,587,588,0.03567955263797715,0.03567955263797715,0.03574033552151714
48453001786,785747,6031,21528,8794,0.0076754986019673,0.027398131968687123,0.011191897646443448
48453000101,895120,9393,117591,23691,0.010493565108588792,0.13136897846098847,0.026466842434533917
48453001861,714618,699,13411,3935,9.781449669613695e-4,0.018766669745234516,0.0055064384048540615
48491020313,654372,2571,13676,3444,0.0039289578404943975,0.02089942723710672,0.005263061377931819
48491020201,8751,1142,1142,1143,0.13049937150039995,0.13049937150039995,0.13061364415495372
48453001855,654725,5226,7919,5274,0.00798197716598572,0.012095154454160144,0.008055290389094657
48491020504,826506,8472,12718,10119,0.010250379307591234,0.015387668087104026,0.012243105313210068
48021950200,314724,2849,2849,2849,0.00905237605012646,0.00905237605012646,0.00905237605012646
48453001766,0,0,0,0,NA,NA,NA
48209010803,5386,799,799,799,0.14834756776828814,0.14834756776828814,0.14834756776828814
48453001916,619478,2389,2486,2400,0.0038564727076667777,0.00401305615372943,0.0038742295933027484
48453001911,848794,9090,82308,11772,0.010709312271293153,0.09697052523933958,0.01386908955529846
48453001840,743683,2944,7592,5024,0.003958675941227647,0.010208650728872382,0.006755566551877614
48491021401,424445,1209,5553,1243,0.0028484255910659804,0.01308296716889114,0.0029285301982589027
48453001856,598278,3530,3530,3538,0.005900267099910075,0.005900267099910075,0.005913638810051514
48209010200,144821,9543,10222,10001,0.06589513951705898,0.07058368606762831,0.06905766428901886
48491021503,660655,3643,8946,5712,0.005514224519605543,0.01354110693175712,0.008645964989290931
48021950502,8406,854,854,856,0.10159409945277183,0.10159409945277183,0.10183202474423031
48453001765,239925,4626,4626,4661,0.019281025320412627,0.019281025320412627,0.019426904240908618
48453001785,711442,2070,4199,2937,0.0029095836343651345,0.005902097430289468,0.004128235330497778
48209010808,19528,2877,2877,2878,0.14732691519868907,0.14732691519868907,0.14737812371978698
48055960700,24282,1636,1636,1636,0.06737501029569229,0.06737501029569229,0.06737501029569229
48453002432,540927,1675,1675,1683,0.0030965361314927893,0.0030965361314927893,0.003111325557792456
48491021000,119353,1058,1095,1061,0.008864460884937957,0.009174465660687206,0.008889596407296004
48209010906,229451,1031,1031,1032,0.004493334088759691,0.004493334088759691,0.004497692317749759
48453001742,253254,2719,3328,2723,0.010736256880444139,0.013140957299785986,0.010752051300275612
48453000102,865141,2362,20781,4971,0.0027301908012682327,0.02402036199879557,0.005745884196911255
48491020322,659450,1733,6220,2810,0.002627947532034271,0.009432102509667147,0.0042611266964894985
48491020203,65454,133,203,133,0.0020319613774559234,0.0031014147340116724,0.0020319613774559234
48209010902,203304,7692,7692,7696,0.03783496635580215,0.03783496635580215,0.03785464132530594
48453001813,848270,6819,35440,9188,0.008038714088674596,0.041779150506324636,0.010831456965353013
48453001824,826370,858,46605,3065,0.001038275832859373,0.05639725546667958,0.003708992339992981
48453001719,814809,791,23053,1599,9.707796551093569e-4,0.028292520087529714,0.0019624230954739088
48453002423,650510,682,12870,3159,0.0010484081720496226,0.019784476795129975,0.004856189758804631
48453001820,849307,7499,48517,17403,0.0088295516226759,0.05712539752998621,0.020490823695083166
48491020314,272952,698,6708,720,0.002557226178961869,0.02457574958234415,0.002637826431020839
48491020503,637663,10670,11348,10838,0.0167329765095356,0.017796234060938144,0.016996438557670746
48453001729,700370,1236,20026,2683,0.0017647814726501707,0.02859345774376401,0.003830832274369262
48491021601,49010,1217,1217,1218,0.02483166700673332,0.02483166700673332,0.02485207100591716
48453002111,800979,3741,15637,4587,0.00467053443348702,0.019522359512546522,0.005726741899600364
48453002209,337453,3512,3512,3512,0.010407375249293976,0.010407375249293976,0.010407375249293976
48453002310,670268,1207,1362,1207,0.001800772228422064,0.002032023011690846,0.001800772228422064
48491021507,563365,6594,8383,7345,0.011704667489105642,0.014880228626201485,0.013037728648389587
48491020112,138046,2118,2160,2119,0.015342711849673297,0.01564695826029005,0.015349955811830839
48453001777,707720,1000,19870,2429,0.0014129881874187533,0.028076075284010626,0.0034321483072401516
48491020316,639129,1405,10950,1829,0.002198304254696626,0.017132691522368723,0.0028617071045125477
48453001707,843406,11775,67854,20331,0.013961247607913627,0.08045235627918226,0.024105828035370865
48453001771,243497,742,836,767,0.0030472654693897666,0.003433307186536179,0.0031499361388435997
48491020110,62260,1487,1535,1566,0.02388371345968519,0.024654673947960167,0.025152585929971088
48453001847,813201,3045,26478,7168,0.0037444617013505884,0.03256021574001999,0.008814548924558628
48453000603,827483,21269,255236,59188,0.025703247075770742,0.3084486327815798,0.07152775344025195
48491020704,708095,3354,10202,4681,0.0047366525678051675,0.014407671287044817,0.006610694892634463
48209010302,141090,1377,1701,1382,0.009759727833297895,0.012056134382309165,0.009795166205967822
48491020506,614217,1114,6385,2127,0.0018136912524400984,0.01039534887507184,0.003462945506229883
